job,solver,solver_success,iterations,probability_gap,objective_gap,gradient_inf,coefficient_gap
learned_order_extension_2021-06-30_20260911,L-BFGS-B,True,83,5.490338828018082e-08,1.5543122344752192e-15,1.134222212895511e-08,
learned_order_offset_2021-06-30_20260911,brentq,True,9,,0.0,1.6588293239028218e-17,2.7093521870469317e-11
learned_market_2021-06-30_20260912,L-BFGS-B,True,75,4.310137879937059e-08,5.551115123125783e-16,5.074113829193344e-09,
learned_vol_interaction_2021-06-30_20260912,L-BFGS-B,True,70,1.4130457937078233e-07,5.10702591327572e-15,2.0271651523856224e-08,
learned_order_extension_2021-06-30_20260912,L-BFGS-B,True,72,9.076031881605218e-08,2.886579864025407e-15,7.245928680850444e-09,
learned_order_offset_2021-06-30_20260912,brentq,True,10,,2.220446049250313e-16,3.577867169202165e-18,1.6224175475310076e-10
learned_market_2021-09-30_20260910,L-BFGS-B,True,68,9.063904482520257e-08,2.6645352591003757e-15,5.842786563597935e-09,
learned_vol_interaction_2021-09-30_20260910,L-BFGS-B,True,80,8.899324110966944e-08,2.1094237467877974e-15,8.393926985178924e-09,
learned_order_extension_2021-09-30_20260910,L-BFGS-B,True,77,9.443869775083158e-08,3.4416913763379853e-15,8.877308370607712e-09,
learned_order_offset_2021-09-30_20260910,brentq,True,10,,1.1102230246251565e-16,4.728693565186903e-15,8.953237456976737e-12
learned_market_2021-09-30_20260911,L-BFGS-B,True,81,6.800933982642476e-08,1.4432899320127035e-15,8.976941976660685e-09,
learned_vol_interaction_2021-09-30_20260911,L-BFGS-B,True,88,1.1289344037379578e-07,4.218847493575595e-15,9.325319608849934e-09,
learned_order_extension_2021-09-30_20260911,L-BFGS-B,True,85,5.2645715897803314e-08,1.2212453270876722e-15,7.4168627580729896e-09,
learned_order_offset_2021-09-30_20260911,brentq,True,10,,1.1102230246251565e-16,6.342582709040201e-18,4.541681822289867e-10
learned_market_2021-09-30_20260912,L-BFGS-B,True,69,7.50931231641161e-08,1.6653345369377348e-15,8.759716901276735e-09,
learned_vol_interaction_2021-09-30_20260912,L-BFGS-B,True,65,7.265418988655625e-08,1.887379141862766e-15,1.2002588296302838e-08,
learned_order_extension_2021-09-30_20260912,L-BFGS-B,True,70,1.2018709188987842e-07,3.9968028886505635e-15,8.052344638732195e-09,
learned_order_offset_2021-09-30_20260912,brentq,True,10,,0.0,4.092863201132779e-18,3.092159167605857e-11
learned_market_2022-03-31_20260910,L-BFGS-B,True,79,1.0389913851494015e-07,5.218048215738236e-15,1.1501109655788488e-08,
learned_vol_interaction_2022-03-31_20260910,L-BFGS-B,True,78,1.186276266662567e-07,2.6645352591003757e-15,7.539397616851753e-09,
learned_order_extension_2022-03-31_20260910,L-BFGS-B,True,80,5.35691716541109e-08,2.4424906541753444e-15,8.54034702576752e-09,
learned_order_offset_2022-03-31_20260910,brentq,True,12,,0.0,2.211772431870429e-17,6.744604874597826e-15
learned_market_2022-03-31_20260911,L-BFGS-B,True,75,1.5086580806844552e-07,1.432187701766452e-14,8.279185650418575e-09,
learned_vol_interaction_2022-03-31_20260911,L-BFGS-B,True,76,1.3569492274267958e-07,6.328271240363392e-15,2.5771015447952766e-08,
learned_order_extension_2022-03-31_20260911,L-BFGS-B,True,85,6.947637143372987e-08,1.2212453270876722e-15,7.479558036078623e-09,
learned_order_offset_2022-03-31_20260911,brentq,True,11,,1.1102230246251565e-16,1.1709383462843448e-17,4.87496709666857e-11
learned_market_2022-03-31_20260912,L-BFGS-B,True,72,1.2848313135638278e-07,6.328271240363392e-15,8.36905431121724e-09,
learned_vol_interaction_2022-03-31_20260912,L-BFGS-B,True,78,7.580322469724621e-08,2.886579864025407e-15,7.1862524537828765e-09,
learned_order_extension_2022-03-31_20260912,L-BFGS-B,True,82,4.5744315890772214e-08,9.992007221626409e-16,6.644127336741072e-09,
learned_order_offset_2022-03-31_20260912,brentq,True,11,,0.0,1.868080343192524e-15,7.0360384185619296e-15
learned_market_2022-06-30_20260910,L-BFGS-B,True,82,6.233359817198192e-08,1.6653345369377348e-15,1.37494268377409e-08,
learned_vol_interaction_2022-06-30_20260910,L-BFGS-B,True,71,6.855760337209915e-08,1.1102230246251565e-15,5.705808130851029e-09,
learned_order_extension_2022-06-30_20260910,L-BFGS-B,True,80,5.698444027757432e-08,9.992007221626409e-16,6.589746232629062e-09,
learned_order_offset_2022-06-30_20260910,brentq,True,12,,1.1102230246251565e-16,1.2576745200831851e-17,6.050715484207103e-15
learned_market_2022-06-30_20260911,L-BFGS-B,True,81,7.456867812116741e-08,2.9976021664879227e-15,6.2090111287030694e-09,
learned_vol_interaction_2022-06-30_20260911,L-BFGS-B,True,79,7.859653161634839e-08,1.5543122344752192e-15,6.592719497275704e-09,
learned_order_extension_2022-06-30_20260911,L-BFGS-B,True,76,8.398553985600188e-08,4.551914400963142e-15,1.1769194020391782e-08,
learned_order_offset_2022-06-30_20260911,brentq,True,11,,1.1102230246251565e-16,6.288372600415926e-18,6.016850906398474e-11
learned_market_2022-06-30_20260912,L-BFGS-B,True,74,1.6220646043008102e-07,9.547918011776346e-15,3.171013758138889e-08,
learned_vol_interaction_2022-06-30_20260912,L-BFGS-B,True,83,5.147729431609349e-08,1.887379141862766e-15,6.421180917060357e-09,
learned_order_extension_2022-06-30_20260912,L-BFGS-B,True,75,7.461412232512288e-08,1.7763568394002505e-15,1.0090357027085339e-08,
learned_order_offset_2022-06-30_20260912,brentq,True,11,,0.0,2.5162164019043587e-15,9.853229343548264e-15
learned_market_2022-09-30_20260910,L-BFGS-B,True,81,1.0183779886041577e-07,4.551914400963142e-15,6.4940717105048396e-09,
learned_vol_interaction_2022-09-30_20260910,L-BFGS-B,True,76,1.9821136421072083e-07,5.329070518200751e-15,1.0853604331744707e-08,
learned_order_extension_2022-09-30_20260910,L-BFGS-B,True,78,8.849988331061098e-08,5.218048215738236e-15,1.4692555531481237e-08,
learned_order_offset_2022-09-30_20260910,brentq,True,12,,2.220446049250313e-16,2.6020852139652106e-17,1.3672091236927031e-11
learned_market_2022-09-30_20260911,L-BFGS-B,True,84,7.660503420492404e-08,2.220446049250313e-15,7.491918246806811e-09,
learned_vol_interaction_2022-09-30_20260911,L-BFGS-B,True,82,1.0966179464499959e-07,2.7755575615628914e-15,9.04285196511945e-09,
learned_order_extension_2022-09-30_20260911,L-BFGS-B,True,76,1.1144637812599001e-07,4.440892098500626e-15,2.2825918193612477e-08,
learned_order_offset_2022-09-30_20260911,brentq,True,10,,0.0,3.2526065174565133e-18,2.7755575615628914e-17
learned_market_2022-09-30_20260912,L-BFGS-B,True,70,1.865878818119171e-07,1.5432100042289676e-14,2.395891307680094e-08,
learned_vol_interaction_2022-09-30_20260912,L-BFGS-B,True,83,9.1384689759888e-08,4.107825191113079e-15,7.358385271385385e-09,
learned_order_extension_2022-09-30_20260912,L-BFGS-B,True,79,6.637015814714431e-08,2.4424906541753444e-15,8.094863609227256e-09,
learned_order_offset_2022-09-30_20260912,brentq,True,14,,1.1102230246251565e-16,5.854691731421724e-18,1.8037515925328762e-12
learned_market_2023-03-31_20260910,L-BFGS-B,True,82,5.971032457363634e-08,2.886579864025407e-15,5.9945371672174425e-09,
learned_vol_interaction_2023-03-31_20260910,L-BFGS-B,True,85,5.102718825256147e-08,8.881784197001252e-16,5.809320524846964e-09,
learned_order_extension_2023-03-31_20260910,L-BFGS-B,True,79,6.916041750404389e-08,1.9984014443252818e-15,6.801163586955469e-09,
learned_order_offset_2023-03-31_20260910,brentq,True,12,,0.0,3.686287386450715e-18,4.496403249731884e-15
learned_market_2023-03-31_20260911,L-BFGS-B,True,82,7.008630054095022e-08,2.1094237467877974e-15,8.048797666120738e-09,
learned_vol_interaction_2023-03-31_20260911,L-BFGS-B,True,78,8.628888514827793e-08,2.3314683517128287e-15,1.3707814011762898e-08,
learned_order_extension_2023-03-31_20260911,L-BFGS-B,True,72,9.121133859313346e-08,5.88418203051333e-15,1.0039342689962226e-08,
learned_order_offset_2023-03-31_20260911,brentq,True,10,,0.0,1.723881454251952e-17,5.111164443072358e-11
learned_market_2023-03-31_20260912,L-BFGS-B,True,70,4.699692390808252e-08,8.881784197001252e-16,7.336066448109316e-09,
learned_vol_interaction_2023-03-31_20260912,L-BFGS-B,True,72,5.509154188398924e-08,1.5543122344752192e-15,4.944746119072557e-09,
learned_order_extension_2023-03-31_20260912,L-BFGS-B,True,74,8.547150254223368e-08,3.1086244689504383e-15,1.4352452565400547e-08,
learned_order_offset_2023-03-31_20260912,brentq,True,10,,0.0,2.9928316769289864e-15,1.4067830234054668e-11
learned_market_2023-06-30_20260910,L-BFGS-B,True,82,6.25584490876463e-08,1.5543122344752192e-15,5.196004934041737e-09,
learned_vol_interaction_2023-06-30_20260910,L-BFGS-B,True,82,6.200351337914967e-08,9.992007221626409e-16,3.903707689240955e-09,
learned_order_extension_2023-06-30_20260910,L-BFGS-B,True,86,9.391598682073621e-08,2.9976021664879227e-15,9.539056191752888e-09,
learned_order_offset_2023-06-30_20260910,brentq,True,12,,1.1102230246251565e-16,6.288372600415926e-18,3.111400026512001e-14
learned_market_2023-06-30_20260911,L-BFGS-B,True,77,8.090738412569465e-08,2.4424906541753444e-15,6.173435941565558e-09,
learned_vol_interaction_2023-06-30_20260911,L-BFGS-B,True,70,1.029797104257213e-07,3.552713678800501e-15,8.158430364873376e-09,
learned_order_extension_2023-06-30_20260911,L-BFGS-B,True,76,6.229350635322817e-08,2.3314683517128287e-15,6.91481862917444e-09,
learned_order_offset_2023-06-30_20260911,brentq,True,11,,0.0,1.1329912702473521e-17,2.0816681711721685e-17
learned_market_2023-06-30_20260912,L-BFGS-B,True,72,1.1824961310136217e-07,3.4416913763379853e-15,1.4218523832279506e-08,
learned_vol_interaction_2023-06-30_20260912,L-BFGS-B,True,74,4.161529015833665e-08,5.551115123125783e-16,3.997688973259028e-09,
learned_order_extension_2023-06-30_20260912,L-BFGS-B,True,74,8.347594093738309e-08,1.6653345369377348e-15,6.6657218607615865e-09,
learned_order_offset_2023-06-30_20260912,brentq,True,12,,0.0,4.061855018999694e-15,1.3818096666895485e-10
learned_market_2023-09-30_20260910,L-BFGS-B,True,87,6.493426230047561e-08,1.6653345369377348e-15,5.569514376058647e-09,
learned_vol_interaction_2023-09-30_20260910,L-BFGS-B,True,86,8.419443131568727e-08,1.7763568394002505e-15,7.805197850454387e-09,
learned_order_extension_2023-09-30_20260910,L-BFGS-B,True,85,7.925058487234793e-08,2.886579864025407e-15,7.880318862295982e-09,
learned_order_offset_2023-09-30_20260910,brentq,True,11,,1.1102230246251565e-16,4.7271214720367993e-17,9.489631302983526e-14
learned_market_2023-09-30_20260911,L-BFGS-B,True,78,6.472576308258482e-08,2.6645352591003757e-15,5.962121880183011e-09,
learned_vol_interaction_2023-09-30_20260911,L-BFGS-B,True,77,1.5701981304072632e-07,1.1657341758564144e-14,3.6860188855607906e-08,
learned_order_extension_2023-09-30_20260911,L-BFGS-B,True,74,7.166304749617325e-08,1.9984014443252818e-15,9.677750990345901e-09,
learned_order_offset_2023-09-30_20260911,brentq,True,11,,0.0,1.1167282376600696e-17,1.3877787807814457e-17
learned_market_2023-09-30_20260912,L-BFGS-B,True,71,7.328444812104706e-08,1.6653345369377348e-15,1.1245689127690247e-08,
learned_vol_interaction_2023-09-30_20260912,L-BFGS-B,True,71,9.61599910809241e-08,1.887379141862766e-15,5.596228292836097e-09,
learned_order_extension_2023-09-30_20260912,L-BFGS-B,True,68,7.944372082402396e-08,2.55351295663786e-15,1.9367814807665085e-08,
learned_order_offset_2023-09-30_20260912,brentq,True,13,,0.0,2.2256502196782435e-15,8.992806499463768e-15
learned_market_2024-03-31_20260910,L-BFGS-B,True,85,6.17919967416114e-08,1.4432899320127035e-15,8.812997486298824e-09,
learned_vol_interaction_2024-03-31_20260910,L-BFGS-B,True,80,6.879711855756199e-08,1.7763568394002505e-15,1.3752683903690312e-08,
learned_order_extension_2024-03-31_20260910,L-BFGS-B,True,79,8.270990303760328e-08,2.220446049250313e-15,8.765110780847157e-09,
learned_order_offset_2024-03-31_20260910,brentq,True,12,,1.1102230246251565e-16,4.336808689942018e-19,2.8171909249863347e-15
learned_market_2024-03-31_20260911,L-BFGS-B,True,82,8.839787546399691e-08,2.4424906541753444e-15,2.0393473575732726e-08,
learned_vol_interaction_2024-03-31_20260911,L-BFGS-B,True,84,4.801997932624147e-08,1.1102230246251565e-15,6.029666772171607e-09,
learned_order_extension_2024-03-31_20260911,L-BFGS-B,True,80,8.019792024915873e-08,3.1086244689504383e-15,7.375354329867967e-09,
learned_order_offset_2024-03-31_20260911,brentq,True,12,,0.0,1.0842021724855044e-17,4.363176486776865e-14
learned_market_2024-03-31_20260912,L-BFGS-B,True,81,7.662796225327284e-08,2.55351295663786e-15,5.355484672484728e-09,
learned_vol_interaction_2024-03-31_20260912,L-BFGS-B,True,76,1.1567926178068788e-07,4.773959005888173e-15,1.551265786138567e-08,
learned_order_extension_2024-03-31_20260912,L-BFGS-B,True,71,7.471764862376773e-08,2.4424906541753444e-15,8.410803066603162e-09,
learned_order_offset_2024-03-31_20260912,brentq,True,12,,0.0,6.5052130349130266e-18,3.093914013874155e-13
learned_market_2024-06-30_20260910,L-BFGS-B,True,85,5.780132028565532e-08,1.2212453270876722e-15,5.239794496512615e-09,
learned_vol_interaction_2024-06-30_20260910,L-BFGS-B,True,80,9.270109224690515e-08,2.886579864025407e-15,1.2757288297797487e-08,
learned_order_extension_2024-06-30_20260910,L-BFGS-B,True,74,1.5016581123017403e-07,1.3655743202889425e-14,3.465773074518702e-08,
learned_order_offset_2024-06-30_20260910,brentq,True,11,,0.0,6.277530578691071e-16,3.2751579226442118e-15
learned_market_2024-06-30_20260911,L-BFGS-B,True,81,9.681084034429688e-08,5.551115123125783e-15,7.903235234437908e-09,
learned_vol_interaction_2024-06-30_20260911,L-BFGS-B,True,84,1.0493703311853508e-07,2.3314683517128287e-15,6.236321631141167e-09,
learned_order_extension_2024-06-30_20260911,L-BFGS-B,True,85,9.853697069406309e-08,2.6645352591003757e-15,1.1232428713276593e-08,
learned_order_offset_2024-06-30_20260911,brentq,True,12,,0.0,6.938893903907228e-18,2.7755575615628914e-17
learned_market_2024-06-30_20260912,L-BFGS-B,True,78,1.1287995471676027e-07,3.4416913763379853e-15,1.620757926305838e-08,
learned_vol_interaction_2024-06-30_20260912,L-BFGS-B,True,78,1.0088267199392931e-07,2.3314683517128287e-15,1.678303957180355e-08,
learned_order_extension_2024-06-30_20260912,L-BFGS-B,True,75,1.3076935595490724e-07,6.8833827526759706e-15,1.8631788670925298e-08,
learned_order_offset_2024-06-30_20260912,brentq,True,11,,0.0,4.736662451154672e-15,1.5654144647214707e-14
learned_market_2024-09-30_20260910,L-BFGS-B,True,76,8.313029586926035e-08,3.3306690738754696e-15,9.270732725333991e-09,
learned_vol_interaction_2024-09-30_20260910,L-BFGS-B,True,76,7.27932950028709e-08,1.9984014443252818e-15,9.052318388803882e-09,
learned_order_extension_2024-09-30_20260910,L-BFGS-B,True,76,1.1289728429897394e-07,6.217248937900877e-15,7.257592495295978e-09,
learned_order_offset_2024-09-30_20260910,brentq,True,12,,0.0,6.7220534694101275e-18,1.5210055437364645e-14
learned_market_2024-09-30_20260911,L-BFGS-B,True,79,9.603578532413337e-08,3.4416913763379853e-15,8.354571360354342e-09,
learned_vol_interaction_2024-09-30_20260911,L-BFGS-B,True,80,7.386164579958887e-08,1.5543122344752192e-15,1.0979550457940017e-08,
learned_order_extension_2024-09-30_20260911,L-BFGS-B,True,80,3.1039343828531685e-07,1.587618925213974e-14,4.8541824039516346e-08,
learned_order_offset_2024-09-30_20260911,brentq,True,10,,0.0,4.87890977618477e-17,1.249000902703301e-16
learned_market_2024-09-30_20260912,L-BFGS-B,True,77,8.552186214760837e-08,2.6645352591003757e-15,7.3246036965714245e-09,
learned_vol_interaction_2024-09-30_20260912,L-BFGS-B,True,80,5.689503440597932e-08,1.5543122344752192e-15,4.41179545316011e-09,
learned_order_extension_2024-09-30_20260912,L-BFGS-B,True,84,7.077515734588147e-08,1.7763568394002505e-15,1.0462537609499598e-08,
learned_order_offset_2024-09-30_20260912,brentq,True,12,,1.1102230246251565e-16,1.7564075194265172e-17,2.933764342571976e-14
learned_market_2025-03-31_20260910,L-BFGS-B,True,80,7.910551480527772e-08,3.9968028886505635e-15,1.4876987898971433e-08,
learned_vol_interaction_2025-03-31_20260910,L-BFGS-B,True,76,7.300833138046414e-08,4.440892098500626e-15,1.091504186123346e-08,
learned_order_extension_2025-03-31_20260910,L-BFGS-B,True,75,7.917027688986167e-08,1.9984014443252818e-15,5.768977449720734e-09,
learned_order_offset_2025-03-31_20260910,brentq,True,11,,0.0,1.7564075194265172e-17,2.7755575615628914e-17
learned_market_2025-03-31_20260911,L-BFGS-B,True,82,7.095562842840408e-08,2.886579864025407e-15,6.859869714696647e-09,
learned_vol_interaction_2025-03-31_20260911,L-BFGS-B,True,75,7.055279371837031e-08,1.5543122344752192e-15,6.385019251601426e-09,
learned_order_extension_2025-03-31_20260911,L-BFGS-B,True,72,5.690097137911465e-08,1.1102230246251565e-15,8.090901444050141e-09,
learned_order_offset_2025-03-31_20260911,brentq,True,10,,0.0,1.2739375526704677e-17,3.8317262557319154e-11
learned_market_2025-03-31_20260912,L-BFGS-B,True,72,7.498406418005032e-08,2.1094237467877974e-15,6.503488158513546e-09,
learned_vol_interaction_2025-03-31_20260912,L-BFGS-B,True,76,8.19563502618692e-08,3.9968028886505635e-15,7.0743847093313744e-09,
learned_order_extension_2025-03-31_20260912,L-BFGS-B,True,73,9.04766725984274e-08,2.3314683517128287e-15,1.2612188334069213e-08,
learned_order_offset_2025-03-31_20260912,brentq,True,12,,1.1102230246251565e-16,1.951563910473908e-18,3.5863256808710275e-12
learned_market_2025-06-30_20260910,L-BFGS-B,True,77,8.735459422481995e-08,4.3298697960381105e-15,6.126005082764466e-09,
learned_vol_interaction_2025-06-30_20260910,L-BFGS-B,True,85,1.0005107820010295e-07,4.773959005888173e-15,7.345403617601762e-09,
learned_order_extension_2025-06-30_20260910,L-BFGS-B,True,75,1.0674732842108625e-07,2.9976021664879227e-15,1.1325066410160754e-08,
learned_order_offset_2025-06-30_20260910,brentq,True,12,,0.0,1.3444106938820255e-17,1.6653345369377348e-16
learned_market_2025-06-30_20260911,L-BFGS-B,True,78,4.233275696652328e-08,7.771561172376096e-16,6.111976326526186e-09,
learned_vol_interaction_2025-06-30_20260911,L-BFGS-B,True,72,9.300188930083664e-08,2.4424906541753444e-15,9.735487157538567e-09,
learned_order_extension_2025-06-30_20260911,L-BFGS-B,True,69,6.800157420494557e-08,1.9984014443252818e-15,7.400452248186237e-09,
learned_order_offset_2025-06-30_20260911,brentq,True,11,,1.1102230246251565e-16,3.0357660829594124e-18,1.0131267352830875e-10
learned_market_2025-06-30_20260912,L-BFGS-B,True,72,2.0315288873362647e-07,1.199040866595169e-14,3.226115120880113e-08,
learned_vol_interaction_2025-06-30_20260912,L-BFGS-B,True,77,1.3302469026310604e-07,6.106226635438361e-15,1.0942371612976398e-08,
learned_order_extension_2025-06-30_20260912,L-BFGS-B,True,77,6.420746989643789e-08,1.3322676295501878e-15,4.835486154932192e-09,
learned_order_offset_2025-06-30_20260912,brentq,True,12,,0.0,4.7704895589362195e-18,1.919242542669508e-12
learned_market_2025-09-30_20260910,L-BFGS-B,True,83,9.86820636317276e-08,3.774758283725532e-15,8.377276940364905e-09,
learned_vol_interaction_2025-09-30_20260910,L-BFGS-B,True,77,1.6707654015846174e-07,5.440092820663267e-15,1.7106598767136372e-08,
learned_order_extension_2025-09-30_20260910,L-BFGS-B,True,82,9.791063199093841e-08,2.7755575615628914e-15,1.3337202266043308e-08,
learned_order_offset_2025-09-30_20260910,brentq,True,11,,0.0,5.251441642650789e-15,2.173261570703744e-14
learned_market_2025-09-30_20260911,L-BFGS-B,True,79,1.249379699697073e-07,5.551115123125783e-15,1.2222846316242014e-08,
learned_vol_interaction_2025-09-30_20260911,L-BFGS-B,True,70,5.016102955224255e-08,9.992007221626409e-16,6.271470306073133e-09,
learned_order_extension_2025-09-30_20260911,L-BFGS-B,True,79,8.898205561269634e-08,1.5543122344752192e-15,5.607598367639646e-09,
learned_order_offset_2025-09-30_20260911,brentq,True,11,,0.0,3.5453411040275995e-17,1.6653345369377348e-16
learned_market_2025-09-30_20260912,L-BFGS-B,True,77,6.625864290565886e-08,2.4424906541753444e-15,8.415576837391553e-09,
learned_vol_interaction_2025-09-30_20260912,L-BFGS-B,True,72,8.638276488559526e-08,4.884981308350689e-15,8.410732934877214e-09,
learned_order_extension_2025-09-30_20260912,L-BFGS-B,True,77,5.335688879615219e-08,1.1102230246251565e-15,5.309002089511072e-09,
learned_order_offset_2025-09-30_20260912,brentq,True,12,,0.0,1.734723475976807e-18,9.97840698957475e-13
learned_market_2026-03-31_20260910,L-BFGS-B,True,79,5.282960613417487e-08,2.4424906541753444e-15,6.182002101418407e-09,
learned_vol_interaction_2026-03-31_20260910,L-BFGS-B,True,76,6.863439094839663e-08,4.551914400963142e-15,1.1898034601824647e-08,
learned_order_extension_2026-03-31_20260910,L-BFGS-B,True,74,1.1328042470726274e-07,1.1102230246251565e-14,1.4363720874169261e-08,
learned_order_offset_2026-03-31_20260910,brentq,True,11,,1.1102230246251565e-16,3.903127820947816e-18,3.209763427269863e-10
learned_market_2026-03-31_20260911,L-BFGS-B,True,75,5.7346191906226807e-08,1.5543122344752192e-15,6.744545394399282e-09,
learned_vol_interaction_2026-03-31_20260911,L-BFGS-B,True,74,6.799865037709907e-08,1.887379141862766e-15,1.223884388984204e-08,
learned_order_extension_2026-03-31_20260911,L-BFGS-B,True,75,8.637367676644914e-08,2.220446049250313e-15,1.454373607573308e-08,
learned_order_offset_2026-03-31_20260911,brentq,True,11,,0.0,4.336808689942018e-18,5.551115123125783e-17
learned_market_2026-03-31_20260912,L-BFGS-B,True,82,5.906660022203525e-08,2.1094237467877974e-15,8.445893785463953e-09,
learned_vol_interaction_2026-03-31_20260912,L-BFGS-B,True,81,8.072760793176315e-08,4.218847493575595e-15,1.1480179711812616e-08,
learned_order_extension_2026-03-31_20260912,L-BFGS-B,True,77,8.577738758175357e-08,2.1094237467877974e-15,5.270371359548508e-09,
learned_order_offset_2026-03-31_20260912,brentq,True,10,,0.0,3.84333407113524e-15,3.317250328593868e-10
learned_market_2026-06-30_20260910,L-BFGS-B,True,80,4.2738816763421283e-08,7.771561172376096e-16,5.062475974288317e-09,
learned_vol_interaction_2026-06-30_20260910,L-BFGS-B,True,78,4.275442244683347e-08,9.992007221626409e-16,3.1903796284503405e-09,
learned_order_extension_2026-06-30_20260910,L-BFGS-B,True,80,6.509317906910894e-08,6.661338147750939e-16,7.039230091182569e-09,
learned_order_offset_2026-06-30_20260910,brentq,True,11,,1.1102230246251565e-16,3.903127820947816e-18,2.7755575615628914e-17
learned_market_2026-06-30_20260911,L-BFGS-B,True,73,8.894702174799818e-08,5.662137425588298e-15,1.0362094494086038e-08,
learned_vol_interaction_2026-06-30_20260911,L-BFGS-B,True,71,5.561036292567323e-08,1.5543122344752192e-15,9.449955582483717e-09,
learned_order_extension_2026-06-30_20260911,L-BFGS-B,True,71,1.0783422255133956e-07,3.9968028886505635e-15,6.468162941017375e-09,
learned_order_offset_2026-06-30_20260911,brentq,True,10,,2.220446049250313e-16,1.1438332919722072e-17,1.7501868010416644e-12
learned_market_2026-06-30_20260912,L-BFGS-B,True,78,1.2059344706161212e-07,5.10702591327572e-15,8.905630845832194e-09,
learned_vol_interaction_2026-06-30_20260912,L-BFGS-B,True,82,7.099849153036075e-08,2.1094237467877974e-15,8.772532453064918e-09,
learned_order_extension_2026-06-30_20260912,L-BFGS-B,True,83,7.888464320648936e-08,1.9984014443252818e-15,6.669712126127977e-09,
learned_order_offset_2026-06-30_20260912,brentq,True,11,,0.0,1.8919327909872052e-17,1.7983461941817325e-11
