window,history,method,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
extension_2021_2023,error16,training_frequency,147,0.4217687074829932,0.5782312925170068,62,0.5,1.0,0.4217687074829932,62,0,85,0,0.5300759013282732,0.25604919537766996,0.7052852563533473,0.5350829455917137,0.02101878548408186,0.11331423810872043,0.0
extension_2021_2023,rolling5_annual20,learned_market,147,0.46258503401360546,0.5374149659863946,68,0.47855787476280837,0.6054421768707483,0.4217687074829932,36,32,53,26,0.4631878557874763,0.27734435271068364,0.7513249064289638,0.5402254923822758,0.11187861444104143,0.11845678489928257,0.0
extension_2021_2023,rolling5_annual20,learned_order_extension,147,0.46258503401360546,0.5374149659863946,68,0.4829222011385199,0.6326530612244898,0.4217687074829932,38,30,55,24,0.47685009487666036,0.27619463046064996,0.7495685157689357,0.5418089703754427,0.11521615935688517,0.12004026289244951,0.0
extension_2021_2023,rolling5_annual20,learned_order_offset,147,0.46258503401360546,0.5374149659863946,68,0.4829222011385199,0.6326530612244898,0.4217687074829932,38,30,55,24,0.47571157495256167,0.27610798228259453,0.7493666175737081,0.5418232347678935,0.11474379597915871,0.12005452728490029,0.0
extension_2021_2023,rolling5_annual20,learned_vol_interaction,147,0.48299319727891155,0.5170068027210885,71,0.5027514231499051,0.6258503401360545,0.4217687074829932,39,32,53,23,0.4681214421252372,0.27796696614179484,0.7529226403300637,0.5411018605011403,0.11454765459531804,0.11933315301814706,0.0
extension_2021_2023,rolling5_annual20,native_mse,147,0.4965986394557823,0.5034013605442177,73,0.5101518026565465,0.5850340136054422,0.4217687074829932,37,36,49,25,0.4810246679316888,,,,,,
extension_2021_2023,rolling5_annual20,training_frequency,147,0.4217687074829932,0.5782312925170068,62,0.5,1.0,0.4217687074829932,62,0,85,0,0.5294117647058824,0.25641189804346043,0.7060220596781893,0.5358667437764589,0.023474273760546654,0.11409803629346571,0.0
extension_2021_2023,rolling5_matched,learned_market,147,0.4421768707482993,0.5578231292517006,65,0.46091081593927896,0.6258503401360545,0.4217687074829932,36,29,56,26,0.4480075901328273,0.3098365239603293,0.8345634930350215,0.5535064456845936,0.18505989004939372,0.1317377382016004,0.0
extension_2021_2023,rolling5_matched,learned_order_extension,147,0.46258503401360546,0.5374149659863946,68,0.47855787476280837,0.6054421768707483,0.4217687074829932,36,32,53,26,0.45370018975332066,0.31137523681145174,0.8453810947065897,0.55427275949056,0.19141963179594104,0.13250405200756676,0.0
extension_2021_2023,rolling5_matched,learned_order_offset,147,0.46938775510204084,0.5306122448979592,69,0.4866223908918406,0.6122448979591837,0.4217687074829932,37,32,53,25,0.45370018975332066,0.3104306651968132,0.8419513163047168,0.5547538128663045,0.18944664061636543,0.13298510538331132,0.0
extension_2021_2023,rolling5_matched,learned_vol_interaction,147,0.4557823129251701,0.54421768707483,67,0.47485768500948766,0.6258503401360545,0.4217687074829932,37,30,55,25,0.4489563567362429,0.310966205964977,0.8383368284127383,0.5536174467294925,0.18818419875228118,0.1318487392464993,0.0
extension_2021_2023,rolling5_matched,native_mse,147,0.40816326530612246,0.5918367346938775,60,0.4227703984819734,0.6054421768707483,0.4217687074829932,32,28,57,30,0.43263757115749524,,,,,,
extension_2021_2023,rolling5_matched,training_frequency,147,0.4217687074829932,0.5782312925170068,62,0.5,1.0,0.4217687074829932,62,0,85,0,0.5294117647058824,0.25641189804346043,0.7060220596781893,0.5358667437764589,0.023474273760546654,0.11409803629346571,0.0
extension_2021_2023,rolling5_quarterly20,learned_market,147,0.4965986394557823,0.5034013605442177,73,0.5145161290322581,0.6122448979591837,0.4217687074829932,39,34,51,23,0.5075901328273245,0.26436401833268286,0.7238828382700454,0.5299697490432759,0.09502464979722278,0.10820104156028265,0.0
extension_2021_2023,rolling5_quarterly20,learned_order_extension,147,0.5034013605442177,0.4965986394557823,74,0.5182163187855787,0.5918367346938775,0.4217687074829932,38,36,49,24,0.4963946869070209,0.26564328655241093,0.7265976673880687,0.5258126800178246,0.10187383615709722,0.10404397253483133,0.0
extension_2021_2023,rolling5_quarterly20,learned_order_offset,147,0.5102040816326531,0.4897959183673469,75,0.526280834914611,0.5986394557823129,0.4217687074829932,39,36,49,23,0.4952561669829222,0.26551762354746283,0.7262585406794281,0.5259626394665615,0.10078538546533138,0.1041939319835683,0.0
extension_2021_2023,rolling5_quarterly20,learned_vol_interaction,147,0.5034013605442177,0.4965986394557823,74,0.5203984819734345,0.6054421768707483,0.4217687074829932,39,35,50,23,0.5041745730550284,0.26460933628179345,0.7244406092128901,0.5292251368024213,0.09670703610478693,0.10745642931942812,0.0
extension_2021_2023,rolling5_quarterly20,native_mse,147,0.46258503401360546,0.5374149659863946,68,0.4872865275142315,0.6598639455782312,0.4217687074829932,40,28,57,22,0.48861480075901326,,,,,,
extension_2021_2023,rolling5_quarterly20,training_frequency,147,0.4217687074829932,0.5782312925170068,62,0.5,1.0,0.4217687074829932,62,0,85,0,0.4980075901328273,0.25589051685560005,0.704963294404203,0.5304870837535175,0.020312045296309606,0.10871837627052428,0.0
extension_2021_2023,shadow_trial,learned_market,147,0.4489795918367347,0.5510204081632653,66,0.4689753320683112,0.6326530612244898,0.4217687074829932,37,29,56,25,0.4571157495256167,0.27746570867732917,0.7511092191843567,0.5420161106941149,0.1054484784431449,0.1202474032111217,0.0
extension_2021_2023,shadow_trial,learned_order_extension,147,0.4489795918367347,0.5510204081632653,66,0.47333965844402276,0.6598639455782312,0.4217687074829932,39,27,58,23,0.47248576850094876,0.27535843846944047,0.7472932400317294,0.5404163529504674,0.1098618636599955,0.1186476454674742,0.0
extension_2021_2023,shadow_trial,learned_order_offset,147,0.4489795918367347,0.5510204081632653,66,0.47333965844402276,0.6598639455782312,0.4217687074829932,39,27,58,23,0.47096774193548385,0.27518443240050483,0.7468497140072733,0.540229510770205,0.10928712140056136,0.11846080328721176,0.0
extension_2021_2023,shadow_trial,learned_vol_interaction,147,0.46258503401360546,0.5374149659863946,68,0.4851043643263757,0.6462585034013606,0.4217687074829932,39,29,56,23,0.4599620493358634,0.27785528575465435,0.7520262369408841,0.5411799352294969,0.10795121017675643,0.1194112277465037,0.0
extension_2021_2023,shadow_trial,native_mse,147,0.46938775510204084,0.5306122448979592,69,0.49098671726755216,0.6394557823129252,0.4217687074829932,39,30,55,23,0.47305502846299813,,,,,,
extension_2021_2023,shadow_trial,training_frequency,147,0.4217687074829932,0.5782312925170068,62,0.5,1.0,0.4217687074829932,62,0,85,0,0.5224857685009487,0.25673239793151387,0.7066615581703766,0.5366247383440582,0.021734574699342524,0.114856030861065,0.0
extension_2021_2023,state90,learned_market,147,0.46258503401360546,0.5374149659863946,68,0.47855787476280837,0.6054421768707483,0.4217687074829932,36,32,53,26,0.4631878557874763,0.27734435271068364,0.7513249064289638,0.5402254923822758,0.11187861444104143,0.11845678489928257,0.0
extension_2021_2023,state90,learned_order_extension,147,0.46258503401360546,0.5374149659863946,68,0.4829222011385199,0.6326530612244898,0.4217687074829932,38,30,55,24,0.47685009487666036,0.27619463046064996,0.7495685157689357,0.5418089703754427,0.11521615935688517,0.12004026289244951,0.0
extension_2021_2023,state90,learned_order_offset,147,0.46258503401360546,0.5374149659863946,68,0.4829222011385199,0.6326530612244898,0.4217687074829932,38,30,55,24,0.47571157495256167,0.27610798228259453,0.7493666175737081,0.5418232347678935,0.11474379597915871,0.12005452728490029,0.0
extension_2021_2023,state90,learned_vol_interaction,147,0.48299319727891155,0.5170068027210885,71,0.5027514231499051,0.6258503401360545,0.4217687074829932,39,32,53,23,0.4681214421252372,0.27796696614179484,0.7529226403300637,0.5411018605011403,0.11454765459531804,0.11933315301814706,0.0
extension_2021_2023,state90,native_mse,147,0.4965986394557823,0.5034013605442177,73,0.5101518026565465,0.5850340136054422,0.4217687074829932,37,36,49,25,0.4810246679316888,,,,,,
extension_2021_2023,state90,training_frequency,147,0.4217687074829932,0.5782312925170068,62,0.5,1.0,0.4217687074829932,62,0,85,0,0.5294117647058824,0.25641189804346043,0.7060220596781893,0.5358667437764589,0.023474273760546654,0.11409803629346571,0.0
recent_2024_2026,annual_quarter_half,learned_market,125,0.528,0.472,66,0.533256291730868,0.408,0.528,29,37,22,37,0.5428864920390344,0.24981375824397015,0.6927875278041488,0.4800745391773845,0.07822708738395968,-0.04792546082261551,0.0
recent_2024_2026,annual_quarter_half,learned_order_extension,125,0.52,0.48,65,0.5247817154596816,0.416,0.528,29,36,23,37,0.53954802259887,0.2519051337035358,0.6973820496385258,0.48025020246366545,0.07721575728999182,-0.04774979753633457,0.0
recent_2024_2026,annual_quarter_half,learned_order_offset,125,0.52,0.48,65,0.5247817154596816,0.416,0.528,29,36,23,37,0.5398048279404212,0.2519203793850258,0.6974065968258804,0.48018355817832087,0.07675166983858978,-0.047816441821679156,0.0
recent_2024_2026,annual_quarter_half,learned_vol_interaction,125,0.52,0.48,65,0.5247817154596816,0.416,0.528,29,36,23,37,0.5462249614791987,0.24969527869534652,0.6927396209017015,0.48029909477991706,0.08027392452695581,-0.04770090522008297,0.0
recent_2024_2026,annual_quarter_half,native_mse,125,0.56,0.44,70,0.5653569594247561,0.408,0.528,31,39,20,35,0.5177195685670262,,,,,,
recent_2024_2026,annual_quarter_half,training_frequency,125,0.48,0.52,60,0.5030816640986132,0.088,0.528,6,54,5,60,0.4081920903954802,0.2525828796056365,0.6983186999062634,0.48327446085084835,0.009989366481777062,-0.04472553914915167,0.0
recent_2024_2026,error16,learned_market,125,0.552,0.448,69,0.5595788392398562,0.368,0.528,28,41,18,38,0.5793528505392912,0.24543512436615703,0.6841926916506116,0.4768566817231268,0.07761877554129044,-0.05114331827687324,0.0
recent_2024_2026,error16,learned_order_extension,125,0.576,0.424,72,0.5841037493579866,0.36,0.528,29,43,16,37,0.571391884951207,0.24816004556790006,0.6899713559705539,0.47688586228915897,0.07511861205738511,-0.05111413771084106,0.0
recent_2024_2026,error16,learned_order_offset,125,0.568,0.432,71,0.576527991782229,0.352,0.528,28,43,16,38,0.5708782742681048,0.24818198528888027,0.6900033653317961,0.47683001871724207,0.07458798329975903,-0.05116998128275796,0.0
recent_2024_2026,error16,learned_vol_interaction,125,0.536,0.464,67,0.5417308680020544,0.4,0.528,29,38,21,37,0.5826913199794556,0.24563262186789528,0.6846374541864131,0.47767767033433045,0.07986789520362245,-0.050322329665669574,0.0
recent_2024_2026,error16,native_mse,125,0.488,0.512,61,0.49357986646122237,0.4,0.528,26,35,24,40,0.5082177709296354,,,,,,
recent_2024_2026,error16,training_frequency,125,0.448,0.552,56,0.4548022598870056,0.376,0.528,22,34,25,44,0.41705187467899335,0.2529553318553641,0.6990651240279301,0.48495367533194955,0.013965748444966942,-0.04304632466805047,0.0
recent_2024_2026,rolling5_annual20,learned_market,125,0.552,0.448,69,0.5595788392398562,0.368,0.528,28,41,18,38,0.578839239856189,0.2461523397568928,0.6858055518679221,0.47552129253978087,0.07963891599967231,-0.052478707460219154,0.0
recent_2024_2026,rolling5_annual20,learned_order_extension,125,0.576,0.424,72,0.5841037493579866,0.36,0.528,29,43,16,37,0.5631741140215717,0.24979019168659042,0.6936129621274681,0.4739499825453785,0.08020868842821792,-0.05405001745462151,0.0
recent_2024_2026,rolling5_annual20,learned_order_offset,125,0.568,0.432,71,0.576527991782229,0.352,0.528,28,43,16,38,0.5629173086800205,0.24982431126055007,0.6936711597143106,0.47384967975412273,0.07961233283248312,-0.05415032024587729,0.0
recent_2024_2026,rolling5_annual20,learned_vol_interaction,125,0.544,0.456,68,0.5502054442732409,0.392,0.528,29,39,20,37,0.5824345146379045,0.2468426342538934,0.6874394391772732,0.4751210408848396,0.08345560193671778,-0.05287895911516044,0.0
recent_2024_2026,rolling5_annual20,native_mse,125,0.528,0.472,66,0.5314586543400103,0.44,0.528,31,35,24,35,0.5213148433487417,,,,,,
recent_2024_2026,rolling5_annual20,training_frequency,125,0.448,0.552,56,0.4548022598870056,0.376,0.528,22,34,25,44,0.42552645095017977,0.2527477627357879,0.6986486212886102,0.4854511877697606,0.013464822181128341,-0.04254881223023943,0.0
recent_2024_2026,rolling5_matched,learned_market,125,0.568,0.432,71,0.5720338983050848,0.432,0.528,33,38,21,33,0.593733949666153,0.25569460053466986,0.709329529809109,0.47380676148778117,0.18424092077646015,-0.054193238512218855,0.0
recent_2024_2026,rolling5_matched,learned_order_extension,125,0.576,0.424,72,0.5787108371854135,0.456,0.528,35,37,22,31,0.5875706214689266,0.25750889942048993,0.7145405599814191,0.4753598165534009,0.18747869972673736,-0.0526401834465991,0.0
recent_2024_2026,rolling5_matched,learned_order_offset,125,0.584,0.416,73,0.5871854134565999,0.448,0.528,35,38,21,31,0.5873138161273754,0.2576259467469286,0.7145627798719557,0.47499687497252424,0.1861435806213086,-0.053003125027475784,0.0
recent_2024_2026,rolling5_matched,learned_vol_interaction,125,0.56,0.44,70,0.5635593220338984,0.44,0.528,33,37,22,33,0.5947611710323575,0.25538531208871956,0.7086070912579662,0.4741703992816682,0.18524113615442434,-0.053829600718331816,0.0
recent_2024_2026,rolling5_matched,native_mse,125,0.552,0.448,69,0.5559835644581408,0.432,0.528,32,37,22,34,0.5793528505392912,,,,,,
recent_2024_2026,rolling5_matched,training_frequency,125,0.448,0.552,56,0.4548022598870056,0.376,0.528,22,34,25,44,0.42552645095017977,0.2527477627357879,0.6986486212886102,0.4854511877697606,0.013464822181128341,-0.04254881223023943,0.0
recent_2024_2026,rolling5_quarterly20,learned_market,125,0.504,0.496,63,0.5078325629173087,0.432,0.528,29,34,25,37,0.5064201335387776,0.25587188010365025,0.7051865956147122,0.4846277858149879,0.090839620883563,-0.04337221418501214,0.0
recent_2024_2026,rolling5_quarterly20,learned_order_extension,125,0.504,0.496,63,0.5078325629173087,0.432,0.528,29,34,25,37,0.5089881869542886,0.2565651252244432,0.7068083768352709,0.48655042238195223,0.08920076574942308,-0.041449577618047795,0.0
recent_2024_2026,rolling5_quarterly20,learned_order_offset,125,0.504,0.496,63,0.5078325629173087,0.432,0.528,29,34,25,37,0.5082177709296354,0.2565373693728298,0.7067483317418145,0.48651743660251895,0.088793017397411,-0.041482563397481076,0.0
recent_2024_2026,rolling5_quarterly20,learned_vol_interaction,125,0.504,0.496,63,0.5078325629173087,0.432,0.528,29,34,25,37,0.5169491525423728,0.254989623399983,0.703624783391635,0.48547714867499464,0.09116492857563993,-0.042522851325005384,0.0
recent_2024_2026,rolling5_quarterly20,native_mse,125,0.544,0.456,68,0.5511042629686698,0.376,0.528,28,40,19,38,0.529532614278377,,,,,,
recent_2024_2026,rolling5_quarterly20,training_frequency,125,0.48,0.52,60,0.5030816640986132,0.088,0.528,6,54,5,60,0.41435541859270675,0.25249504694139097,0.6981431216897505,0.481097733931936,0.009265399872200845,-0.046902266068064025,0.0
recent_2024_2026,shadow_trial,learned_market,125,0.552,0.448,69,0.5595788392398562,0.368,0.528,28,41,18,38,0.578839239856189,0.2461523397568928,0.6858055518679221,0.47552129253978087,0.07963891599967231,-0.052478707460219154,0.0
recent_2024_2026,shadow_trial,learned_order_extension,125,0.576,0.424,72,0.5841037493579866,0.36,0.528,29,43,16,37,0.5631741140215717,0.24979019168659042,0.6936129621274681,0.4739499825453785,0.08020868842821792,-0.05405001745462151,0.0
recent_2024_2026,shadow_trial,learned_order_offset,125,0.568,0.432,71,0.576527991782229,0.352,0.528,28,43,16,38,0.5629173086800205,0.24982431126055007,0.6936711597143106,0.47384967975412273,0.07961233283248312,-0.05415032024587729,0.0
recent_2024_2026,shadow_trial,learned_vol_interaction,125,0.544,0.456,68,0.5502054442732409,0.392,0.528,29,39,20,37,0.5824345146379045,0.2468426342538934,0.6874394391772732,0.4751210408848396,0.08345560193671778,-0.05287895911516044,0.0
recent_2024_2026,shadow_trial,native_mse,125,0.528,0.472,66,0.5314586543400103,0.44,0.528,31,35,24,35,0.5213148433487417,,,,,,
recent_2024_2026,shadow_trial,training_frequency,125,0.448,0.552,56,0.4548022598870056,0.376,0.528,22,34,25,44,0.42552645095017977,0.2527477627357879,0.6986486212886102,0.4854511877697606,0.013464822181128341,-0.04254881223023943,0.0
recent_2024_2026,state90,learned_market,125,0.576,0.424,72,0.5814072932717,0.408,0.528,32,40,19,34,0.5968156137647663,0.24385373288213932,0.6809434924952074,0.48333246484995923,0.07581097719393269,-0.044667535150040794,0.0
recent_2024_2026,state90,learned_order_extension,125,0.568,0.432,71,0.5738315356959425,0.4,0.528,31,40,19,35,0.576271186440678,0.24866176991246206,0.6913631996240124,0.4823956592064788,0.07846514065187143,-0.045604340793521214,0.0
recent_2024_2026,state90,learned_order_offset,125,0.56,0.44,70,0.5662557781201849,0.392,0.528,30,40,19,36,0.5755007704160247,0.2486913757110616,0.6914135727273261,0.48227579434047024,0.07806176849650659,-0.04572420565952978,0.0
recent_2024_2026,state90,learned_vol_interaction,125,0.552,0.448,69,0.5550847457627119,0.448,0.528,33,36,23,33,0.5929635336414998,0.24556748695890965,0.6847946252053936,0.4828880515516743,0.08216484392082224,-0.04511194844832572,0.0
recent_2024_2026,state90,native_mse,125,0.528,0.472,66,0.5278633795582948,0.504,0.528,35,31,28,31,0.5554699537750385,,,,,,
recent_2024_2026,state90,training_frequency,125,0.448,0.552,56,0.4548022598870056,0.376,0.528,22,34,25,44,0.44863893168977914,0.25231536804015725,0.6977819419260329,0.4866410558567116,0.012616746855413063,-0.041358944143288445,0.0
pooled_2021_2026,annual_quarter_half,learned_market,272,0.5073529411764706,0.49264705882352944,138,0.5091145833333334,0.5294117647058824,0.47058823529411764,69,69,75,59,0.4977756076388889,0.2602714821358918,0.7149334417959543,0.5098112780954084,0.09212667829710998,0.03922304280129074,0.0
pooled_2021_2026,annual_quarter_half,learned_order_extension,272,0.5036764705882353,0.4963235294117647,137,0.5056423611111112,0.5330882352941176,0.47058823529411764,69,68,76,59,0.4968532986111111,0.26106384399850285,0.716884865663427,0.509196568425968,0.09360275671743781,0.038608333131850414,0.0
pooled_2021_2026,annual_quarter_half,learned_order_offset,272,0.5036764705882353,0.4963235294117647,137,0.5056423611111112,0.5330882352941176,0.47058823529411764,69,68,76,59,0.4960394965277778,0.26103471195828537,0.7167971350185168,0.5092103181195682,0.0930821739911928,0.03862208282545054,0.0
pooled_2021_2026,annual_quarter_half,learned_vol_interaction,272,0.5036764705882353,0.4963235294117647,137,0.5056423611111112,0.5330882352941176,0.47058823529411764,69,68,76,59,0.5011393229166666,0.26035441633094153,0.7152587779294038,0.5099500777547847,0.09375635057256332,0.039361842460667096,0.0
pooled_2021_2026,annual_quarter_half,native_mse,272,0.5294117647058824,0.47058823529411764,144,0.5295138888888888,0.5,0.47058823529411764,68,76,68,60,0.49169921875,,,,,,
pooled_2021_2026,annual_quarter_half,training_frequency,272,0.4485294117647059,0.5514705882352942,122,0.453125,0.5808823529411765,0.47058823529411764,68,54,90,60,0.4283854166666667,0.2544895777257119,0.7021513944029801,0.5102438012125341,0.030114386725009736,0.03965556591841646,0.0
pooled_2021_2026,error16,learned_market,272,0.4963235294117647,0.5036764705882353,135,0.4982638888888889,0.5330882352941176,0.47058823529411764,68,67,77,60,0.4996202256944444,0.26090200018773596,0.7164378998305628,0.5128765802867125,0.09737060804878626,0.04228834499259482,0.0
pooled_2021_2026,error16,learned_order_extension,272,0.5110294117647058,0.4889705882352941,139,0.5134548611111112,0.5404411764705882,0.47058823529411764,71,68,76,57,0.4989691840277778,0.26226982384381253,0.7196461867701529,0.5142558822237971,0.10116961487462958,0.043667646929679504,0.0
pooled_2021_2026,error16,learned_order_offset,272,0.5073529411764706,0.49264705882352944,138,0.5095486111111112,0.5367647058823529,0.47058823529411764,70,68,76,58,0.4979926215277778,0.26226612289653967,0.7196244859889198,0.514238199769996,0.10074119360503388,0.04364996447587832,0.0
pooled_2021_2026,error16,learned_vol_interaction,272,0.4889705882352941,0.5110294117647058,133,0.4926215277777778,0.5625,0.47058823529411764,71,62,82,57,0.5007052951388888,0.26132576429798904,0.7174427554071648,0.5136474431128242,0.09976831843648525,0.043059207818706535,0.0
pooled_2021_2026,error16,native_mse,272,0.48161764705882354,0.5183823529411765,131,0.4826388888888889,0.5183823529411765,0.47058823529411764,64,67,77,64,0.4875759548611111,,,,,,
pooled_2021_2026,error16,training_frequency,272,0.4338235294117647,0.5661764705882353,118,0.4461805555555556,0.7132352941176471,0.47058823529411764,84,34,110,44,0.4381239149305556,0.2546273830971986,0.7024267396596813,0.5120455971267486,0.03086293127698785,0.041457361832630935,0.0
pooled_2021_2026,rolling5_annual20,learned_market,272,0.5036764705882353,0.4963235294117647,137,0.5034722222222222,0.4963235294117647,0.47058823529411764,64,73,71,64,0.4970160590277778,0.2630097879341253,0.7212149089284852,0.5104901064252471,0.10353310851907295,0.03990187113112942,0.0
pooled_2021_2026,rolling5_annual20,learned_order_extension,272,0.5147058823529411,0.4852941176470588,140,0.5151909722222222,0.5073529411764706,0.47058823529411764,67,73,71,61,0.4967990451388889,0.2640602376416888,0.723853647367526,0.5106237737623618,0.10618120996012467,0.04003553846824415,0.0
pooled_2021_2026,rolling5_annual20,learned_order_offset,272,0.5110294117647058,0.4889705882352941,139,0.5112847222222222,0.5036764705882353,0.47058823529411764,66,73,71,62,0.4962565104166667,0.2640290893496697,0.7237712784839115,0.5105853877946532,0.10571569665993784,0.03999715250053559,0.0
pooled_2021_2026,rolling5_annual20,learned_vol_interaction,272,0.5110294117647058,0.4889705882352941,139,0.5121527777777778,0.5183823529411765,0.47058823529411764,68,71,73,60,0.4991319444444444,0.26366350479625184,0.7228292574473475,0.5107797926627669,0.10664528849630402,0.04019155736864921,0.0
pooled_2021_2026,rolling5_annual20,native_mse,272,0.5110294117647058,0.4889705882352941,139,0.5121527777777778,0.5183823529411765,0.47058823529411764,68,71,73,60,0.4857855902777778,,,,,,
pooled_2021_2026,rolling5_annual20,training_frequency,272,0.4338235294117647,0.5661764705882353,118,0.4461805555555556,0.7132352941176471,0.47058823529411764,84,34,110,44,0.4397243923611111,0.25472801233221387,0.7026335310065076,0.5126978301704394,0.03181822293325367,0.04210959487632171,0.0
pooled_2021_2026,rolling5_matched,learned_market,272,0.5,0.5,136,0.5021701388888888,0.5367647058823529,0.47058823529411764,69,67,77,59,0.5010850694444444,0.2849551253272138,0.7770111202289955,0.5168797525794409,0.18890683522675544,0.046291517285323214,0.0
pooled_2021_2026,rolling5_matched,learned_order_extension,272,0.5147058823529411,0.4852941176470588,140,0.5169270833333334,0.5367647058823529,0.47058823529411764,71,69,75,57,0.5027126736111112,0.286620486172223,0.785252172498331,0.5180076202731155,0.19365403418715446,0.04741938497899789,0.0
pooled_2021_2026,rolling5_matched,learned_order_offset,272,0.5220588235294118,0.47794117647058826,142,0.5243055555555556,0.5367647058823529,0.47058823529411764,72,70,74,56,0.5023871527777778,0.28616379090918237,0.7834087903705436,0.5181008083195304,0.19209318309669096,0.047512573025412785,0.0
pooled_2021_2026,rolling5_matched,learned_vol_interaction,272,0.5036764705882353,0.4963235294117647,137,0.5060763888888888,0.5404411764705882,0.47058823529411764,70,67,77,58,0.501953125,0.28542351576449104,0.7787183830291113,0.517106855071485,0.19098656083903418,0.046518619777367376,0.0
pooled_2021_2026,rolling5_matched,native_mse,272,0.4742647058823529,0.5257352941176471,129,0.4756944444444444,0.5257352941176471,0.47058823529411764,64,65,79,64,0.4867621527777778,,,,,,
pooled_2021_2026,rolling5_matched,training_frequency,272,0.4338235294117647,0.5661764705882353,118,0.4461805555555556,0.7132352941176471,0.47058823529411764,84,34,110,44,0.4397243923611111,0.25472801233221387,0.7026335310065076,0.5126978301704394,0.03181822293325367,0.04210959487632171,0.0
pooled_2021_2026,rolling5_quarterly20,learned_market,272,0.5,0.5,136,0.5017361111111112,0.5294117647058824,0.47058823529411764,68,68,76,60,0.4941948784722222,0.2604613812788995,0.7152908149909402,0.50913244976557,0.09582707589160157,0.0385442144714524,0.0
pooled_2021_2026,rolling5_quarterly20,learned_order_extension,272,0.5036764705882353,0.4963235294117647,137,0.5047743055555556,0.5183823529411765,0.47058823529411764,67,70,74,61,0.4912109375,0.2614713374127199,0.7175033243031433,0.5077693630895745,0.09822584185880073,0.0371811277954569,0.0
pooled_2021_2026,rolling5_quarterly20,learned_order_offset,272,0.5073529411764706,0.49264705882352944,138,0.5086805555555556,0.5220588235294118,0.47058823529411764,68,70,74,60,0.49072265625,0.26139066850397336,0.7172924520132453,0.5078352484444831,0.09746448590849409,0.03724701315036549,0.0
pooled_2021_2026,rolling5_quarterly20,learned_vol_interaction,272,0.5036764705882353,0.4963235294117647,137,0.5052083333333334,0.5257352941176471,0.47058823529411764,68,69,75,60,0.49658203125,0.2601885123471379,0.7148745127876809,0.5091203628468024,0.09669072662236296,0.03853212755268476,0.0
