history,row_index,date,joint_completed,actual,year,cutoff,method,seed,score,probability,direction_up,actual_up,head_cutoff,encoder_cutoff,state,added_state_n,annual_probability,delta,annual_residual,squared_shift,alignment_term,brier_change,eligible,annual_correct,correct
annual_shared_offset,2428,2021-01-22,2021-02-01,-0.0372511735907923,2021,2020-12-31,learned_vol_interaction,20260910,0.3671123538576221,0.3671123538576221,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.3671123538576221,0.0,-0.3671123538576221,0.0,0.0,0.0,False,True,True
annual_shared_offset,2433,2021-01-29,2021-02-08,0.0278689901714626,2021,2020-12-31,learned_vol_interaction,20260910,0.434482531700876,0.434482531700876,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.434482531700876,0.0,0.565517468299124,0.0,-0.0,0.0,False,False,False
annual_shared_offset,2438,2021-02-05,2021-02-22,0.0507379035040882,2021,2020-12-31,learned_vol_interaction,20260910,0.42570726310777396,0.42570726310777396,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.42570726310777396,0.0,0.574292736892226,0.0,-0.0,0.0,False,False,False
annual_shared_offset,2443,2021-02-19,2021-03-01,-0.0684918010685315,2021,2020-12-31,learned_vol_interaction,20260910,0.4791771552633417,0.4791771552633417,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.4791771552633417,0.0,-0.4791771552633417,0.0,0.0,0.0,False,True,True
annual_shared_offset,2448,2021-02-26,2021-03-08,-0.0165997123904068,2021,2020-12-31,learned_vol_interaction,20260910,0.4783928105694597,0.4783928105694597,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.4783928105694597,0.0,-0.4783928105694597,0.0,0.0,0.0,False,True,True
annual_shared_offset,2453,2021-03-05,2021-03-15,-0.0346560901469681,2021,2020-12-31,learned_vol_interaction,20260910,0.4610266286466043,0.4610266286466043,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.4610266286466043,0.0,-0.4610266286466043,0.0,0.0,0.0,False,True,True
annual_shared_offset,2458,2021-03-12,2021-03-22,-0.0210550182560221,2021,2020-12-31,learned_vol_interaction,20260910,0.48103471562569133,0.48103471562569133,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.48103471562569133,0.0,-0.48103471562569133,0.0,0.0,0.0,False,True,True
annual_shared_offset,2463,2021-03-19,2021-03-29,0.0087572877565691,2021,2020-12-31,learned_vol_interaction,20260910,0.5872740166666267,0.5872740166666267,1,1,2020-12-31,2020-12-31,negative_high,0,0.5872740166666267,0.0,0.4127259833333733,0.0,-0.0,0.0,False,True,True
annual_shared_offset,2468,2021-03-26,2021-04-06,0.0250145479448802,2021,2020-12-31,learned_vol_interaction,20260910,0.5791980511717043,0.5791980511717043,1,1,2020-12-31,2020-12-31,nonnegative_high,0,0.5791980511717043,0.0,0.4208019488282957,0.0,-0.0,0.0,False,True,True
annual_state_offset_half,2418,2021-01-08,2021-01-18,-0.0120052904669853,2021,2020-12-31,learned_vol_interaction,20260910,0.5286701081389081,0.5286701081389081,1,0,2020-12-31,2020-12-31,nonnegative_low,0,0.5286701081389081,0.0,-0.5286701081389081,0.0,0.0,0.0,False,False,False
annual_state_offset_half,2423,2021-01-15,2021-01-25,0.0231622460538123,2021,2020-12-31,learned_vol_interaction,20260910,0.47178291125549215,0.47178291125549215,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.47178291125549215,0.0,0.5282170887445079,0.0,-0.0,0.0,False,False,False
annual_state_offset_half,2428,2021-01-22,2021-02-01,-0.0372511735907923,2021,2020-12-31,learned_vol_interaction,20260910,0.3671123538576221,0.3671123538576221,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.3671123538576221,0.0,-0.3671123538576221,0.0,0.0,0.0,False,True,True
annual_state_offset_half,2433,2021-01-29,2021-02-08,0.0278689901714626,2021,2020-12-31,learned_vol_interaction,20260910,0.434482531700876,0.434482531700876,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.434482531700876,0.0,0.565517468299124,0.0,-0.0,0.0,False,False,False
annual_state_offset_half,2438,2021-02-05,2021-02-22,0.0507379035040882,2021,2020-12-31,learned_vol_interaction,20260910,0.42570726310777396,0.42570726310777396,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.42570726310777396,0.0,0.574292736892226,0.0,-0.0,0.0,False,False,False
annual_state_offset_half,2443,2021-02-19,2021-03-01,-0.0684918010685315,2021,2020-12-31,learned_vol_interaction,20260910,0.4791771552633417,0.4791771552633417,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.4791771552633417,0.0,-0.4791771552633417,0.0,0.0,0.0,False,True,True
annual_state_offset_half,2448,2021-02-26,2021-03-08,-0.0165997123904068,2021,2020-12-31,learned_vol_interaction,20260910,0.4783928105694597,0.4783928105694597,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.4783928105694597,0.0,-0.4783928105694597,0.0,0.0,0.0,False,True,True
annual_state_offset_half,2453,2021-03-05,2021-03-15,-0.0346560901469681,2021,2020-12-31,learned_vol_interaction,20260910,0.4610266286466043,0.4610266286466043,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.4610266286466043,0.0,-0.4610266286466043,0.0,0.0,0.0,False,True,True
annual_state_offset_half,2458,2021-03-12,2021-03-22,-0.0210550182560221,2021,2020-12-31,learned_vol_interaction,20260910,0.48103471562569133,0.48103471562569133,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.48103471562569133,0.0,-0.48103471562569133,0.0,0.0,0.0,False,True,True
annual_state_offset_half,2463,2021-03-19,2021-03-29,0.0087572877565691,2021,2020-12-31,learned_vol_interaction,20260910,0.5872740166666267,0.5872740166666267,1,1,2020-12-31,2020-12-31,negative_high,0,0.5872740166666267,0.0,0.4127259833333733,0.0,-0.0,0.0,False,True,True
annual_state_offset_half,2468,2021-03-26,2021-04-06,0.0250145479448802,2021,2020-12-31,learned_vol_interaction,20260910,0.5791980511717043,0.5791980511717043,1,1,2020-12-31,2020-12-31,nonnegative_high,0,0.5791980511717043,0.0,0.4208019488282957,0.0,-0.0,0.0,False,True,True
annual_state_offset,2418,2021-01-08,2021-01-18,-0.0120052904669853,2021,2020-12-31,learned_order_extension,20260910,0.5330538496767134,0.5330538496767134,1,0,2020-12-31,2020-12-31,nonnegative_low,0,0.5330538496767134,0.0,-0.5330538496767134,0.0,0.0,0.0,False,False,False
annual_state_offset,2423,2021-01-15,2021-01-25,0.0231622460538123,2021,2020-12-31,learned_order_extension,20260910,0.479592338912861,0.479592338912861,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.479592338912861,0.0,0.520407661087139,0.0,-0.0,0.0,False,False,False
annual_state_offset,2428,2021-01-22,2021-02-01,-0.0372511735907923,2021,2020-12-31,learned_order_extension,20260910,0.3707727762571325,0.3707727762571325,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.3707727762571325,0.0,-0.3707727762571325,0.0,0.0,0.0,False,True,True
annual_state_offset,2433,2021-01-29,2021-02-08,0.0278689901714626,2021,2020-12-31,learned_order_extension,20260910,0.43176970986504826,0.43176970986504826,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.43176970986504826,0.0,0.5682302901349517,0.0,-0.0,0.0,False,False,False
annual_state_offset,2438,2021-02-05,2021-02-22,0.0507379035040882,2021,2020-12-31,learned_order_extension,20260910,0.41923333650784145,0.41923333650784145,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.41923333650784145,0.0,0.5807666634921586,0.0,-0.0,0.0,False,False,False
annual_state_offset,2443,2021-02-19,2021-03-01,-0.0684918010685315,2021,2020-12-31,learned_order_extension,20260910,0.47927687031403743,0.47927687031403743,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.47927687031403743,0.0,-0.47927687031403743,0.0,0.0,0.0,False,True,True
annual_state_offset,2448,2021-02-26,2021-03-08,-0.0165997123904068,2021,2020-12-31,learned_order_extension,20260910,0.4709068161644563,0.4709068161644563,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.4709068161644563,0.0,-0.4709068161644563,0.0,0.0,0.0,False,True,True
annual_state_offset,2453,2021-03-05,2021-03-15,-0.0346560901469681,2021,2020-12-31,learned_order_extension,20260910,0.45619563032762256,0.45619563032762256,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.45619563032762256,0.0,-0.45619563032762256,0.0,0.0,0.0,False,True,True
annual_state_offset,2458,2021-03-12,2021-03-22,-0.0210550182560221,2021,2020-12-31,learned_order_extension,20260910,0.47999849102949665,0.47999849102949665,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.47999849102949665,0.0,-0.47999849102949665,0.0,0.0,0.0,False,True,True
annual_state_offset,2463,2021-03-19,2021-03-29,0.0087572877565691,2021,2020-12-31,learned_order_extension,20260910,0.5898698686538169,0.5898698686538169,1,1,2020-12-31,2020-12-31,negative_high,0,0.5898698686538169,0.0,0.41013013134618315,0.0,-0.0,0.0,False,True,True
annual_state_offset,2468,2021-03-26,2021-04-06,0.0250145479448802,2021,2020-12-31,learned_order_extension,20260910,0.5737573684172776,0.5737573684172776,1,1,2020-12-31,2020-12-31,nonnegative_high,0,0.5737573684172776,0.0,0.42624263158272235,0.0,-0.0,0.0,False,True,True
annual_shared_offset,2418,2021-01-08,2021-01-18,-0.0120052904669853,2021,2020-12-31,learned_order_extension,20260910,0.5330538496767134,0.5330538496767134,1,0,2020-12-31,2020-12-31,nonnegative_low,0,0.5330538496767134,0.0,-0.5330538496767134,0.0,0.0,0.0,False,False,False
annual_shared_offset,2423,2021-01-15,2021-01-25,0.0231622460538123,2021,2020-12-31,learned_order_extension,20260910,0.479592338912861,0.479592338912861,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.479592338912861,0.0,0.520407661087139,0.0,-0.0,0.0,False,False,False
annual_shared_offset,2428,2021-01-22,2021-02-01,-0.0372511735907923,2021,2020-12-31,learned_order_extension,20260910,0.3707727762571325,0.3707727762571325,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.3707727762571325,0.0,-0.3707727762571325,0.0,0.0,0.0,False,True,True
annual_shared_offset,2433,2021-01-29,2021-02-08,0.0278689901714626,2021,2020-12-31,learned_order_extension,20260910,0.43176970986504826,0.43176970986504826,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.43176970986504826,0.0,0.5682302901349517,0.0,-0.0,0.0,False,False,False
annual_shared_offset,2438,2021-02-05,2021-02-22,0.0507379035040882,2021,2020-12-31,learned_order_extension,20260910,0.41923333650784145,0.41923333650784145,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.41923333650784145,0.0,0.5807666634921586,0.0,-0.0,0.0,False,False,False
annual_shared_offset,2443,2021-02-19,2021-03-01,-0.0684918010685315,2021,2020-12-31,learned_order_extension,20260910,0.47927687031403743,0.47927687031403743,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.47927687031403743,0.0,-0.47927687031403743,0.0,0.0,0.0,False,True,True
annual_shared_offset,2448,2021-02-26,2021-03-08,-0.0165997123904068,2021,2020-12-31,learned_order_extension,20260910,0.4709068161644563,0.4709068161644563,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.4709068161644563,0.0,-0.4709068161644563,0.0,0.0,0.0,False,True,True
annual_shared_offset,2453,2021-03-05,2021-03-15,-0.0346560901469681,2021,2020-12-31,learned_order_extension,20260910,0.45619563032762256,0.45619563032762256,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.45619563032762256,0.0,-0.45619563032762256,0.0,0.0,0.0,False,True,True
annual_shared_offset,2458,2021-03-12,2021-03-22,-0.0210550182560221,2021,2020-12-31,learned_order_extension,20260910,0.47999849102949665,0.47999849102949665,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.47999849102949665,0.0,-0.47999849102949665,0.0,0.0,0.0,False,True,True
annual_shared_offset,2463,2021-03-19,2021-03-29,0.0087572877565691,2021,2020-12-31,learned_order_extension,20260910,0.5898698686538169,0.5898698686538169,1,1,2020-12-31,2020-12-31,negative_high,0,0.5898698686538169,0.0,0.41013013134618315,0.0,-0.0,0.0,False,True,True
annual_shared_offset,2468,2021-03-26,2021-04-06,0.0250145479448802,2021,2020-12-31,learned_order_extension,20260910,0.5737573684172776,0.5737573684172776,1,1,2020-12-31,2020-12-31,nonnegative_high,0,0.5737573684172776,0.0,0.42624263158272235,0.0,-0.0,0.0,False,True,True
annual_state_offset_half,2418,2021-01-08,2021-01-18,-0.0120052904669853,2021,2020-12-31,learned_order_extension,20260910,0.5330538496767134,0.5330538496767134,1,0,2020-12-31,2020-12-31,nonnegative_low,0,0.5330538496767134,0.0,-0.5330538496767134,0.0,0.0,0.0,False,False,False
annual_state_offset_half,2423,2021-01-15,2021-01-25,0.0231622460538123,2021,2020-12-31,learned_order_extension,20260910,0.479592338912861,0.479592338912861,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.479592338912861,0.0,0.520407661087139,0.0,-0.0,0.0,False,False,False
annual_state_offset_half,2428,2021-01-22,2021-02-01,-0.0372511735907923,2021,2020-12-31,learned_order_extension,20260910,0.3707727762571325,0.3707727762571325,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.3707727762571325,0.0,-0.3707727762571325,0.0,0.0,0.0,False,True,True
annual_state_offset_half,2433,2021-01-29,2021-02-08,0.0278689901714626,2021,2020-12-31,learned_order_extension,20260910,0.43176970986504826,0.43176970986504826,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.43176970986504826,0.0,0.5682302901349517,0.0,-0.0,0.0,False,False,False
annual_state_offset_half,2438,2021-02-05,2021-02-22,0.0507379035040882,2021,2020-12-31,learned_order_extension,20260910,0.41923333650784145,0.41923333650784145,0,1,2020-12-31,2020-12-31,nonnegative_high,0,0.41923333650784145,0.0,0.5807666634921586,0.0,-0.0,0.0,False,False,False
annual_state_offset_half,2443,2021-02-19,2021-03-01,-0.0684918010685315,2021,2020-12-31,learned_order_extension,20260910,0.47927687031403743,0.47927687031403743,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.47927687031403743,0.0,-0.47927687031403743,0.0,0.0,0.0,False,True,True
annual_state_offset_half,2448,2021-02-26,2021-03-08,-0.0165997123904068,2021,2020-12-31,learned_order_extension,20260910,0.4709068161644563,0.4709068161644563,0,0,2020-12-31,2020-12-31,nonnegative_high,0,0.4709068161644563,0.0,-0.4709068161644563,0.0,0.0,0.0,False,True,True
