cutoff,split,gate,state,first_anchor,last_anchor,first_date,last_date,length,left_censored,right_censored
2019-12-31,training,relative_volatility,elevated,1489,1491,2016-02-25,2016-02-29,3,False,False
2019-12-31,training,relative_volatility,subdued,1492,1492,2016-03-01,2016-03-01,1,False,False
2019-12-31,training,relative_volatility,elevated,1493,1494,2016-03-02,2016-03-03,2,False,False
2019-12-31,training,relative_volatility,subdued,1495,1684,2016-03-04,2016-12-09,190,False,False
2019-12-31,training,relative_volatility,elevated,1685,1704,2016-12-12,2017-01-09,20,False,False
2019-12-31,training,relative_volatility,subdued,1705,1798,2017-01-10,2017-06-02,94,False,False
2019-12-31,training,relative_volatility,elevated,1799,1802,2017-06-05,2017-06-08,4,False,False
2019-12-31,training,relative_volatility,subdued,1803,1804,2017-06-09,2017-06-12,2,False,False
2019-12-31,training,relative_volatility,elevated,1805,1867,2017-06-13,2017-09-07,63,False,False
2019-12-31,training,relative_volatility,subdued,1868,1916,2017-09-08,2017-11-22,49,False,False
2019-12-31,training,relative_volatility,elevated,1917,1951,2017-11-23,2018-01-11,35,False,False
2019-12-31,training,relative_volatility,subdued,1952,1967,2018-01-12,2018-02-02,16,False,False
2019-12-31,training,relative_volatility,elevated,1968,1992,2018-02-05,2018-03-16,25,False,False
2019-12-31,training,relative_volatility,subdued,1993,1996,2018-03-19,2018-03-22,4,False,False
2019-12-31,training,relative_volatility,elevated,1997,1997,2018-03-23,2018-03-23,1,False,False
2019-12-31,training,relative_volatility,subdued,1998,1999,2018-03-26,2018-03-27,2,False,False
2019-12-31,training,relative_volatility,elevated,2000,2003,2018-03-28,2018-04-02,4,False,False
2019-12-31,training,relative_volatility,subdued,2004,2006,2018-04-03,2018-04-09,3,False,False
2019-12-31,training,relative_volatility,elevated,2007,2020,2018-04-10,2018-04-27,14,False,False
2019-12-31,training,relative_volatility,subdued,2021,2023,2018-05-02,2018-05-04,3,False,False
2019-12-31,training,relative_volatility,elevated,2024,2026,2018-05-07,2018-05-09,3,False,False
2019-12-31,training,relative_volatility,subdued,2027,2053,2018-05-10,2018-06-15,27,False,False
2019-12-31,training,relative_volatility,elevated,2054,2082,2018-06-19,2018-07-27,29,False,False
2019-12-31,training,relative_volatility,subdued,2083,2085,2018-07-30,2018-08-01,3,False,False
2019-12-31,training,relative_volatility,elevated,2086,2087,2018-08-02,2018-08-03,2,False,False
2019-12-31,training,relative_volatility,subdued,2088,2088,2018-08-06,2018-08-06,1,False,False
2019-12-31,training,relative_volatility,elevated,2089,2110,2018-08-07,2018-09-05,22,False,False
2019-12-31,training,relative_volatility,subdued,2111,2121,2018-09-06,2018-09-20,11,False,False
2019-12-31,training,relative_volatility,elevated,2122,2122,2018-09-21,2018-09-21,1,False,False
2019-12-31,training,relative_volatility,subdued,2123,2126,2018-09-25,2018-09-28,4,False,False
2019-12-31,training,relative_volatility,elevated,2127,2156,2018-10-08,2018-11-16,30,False,False
2019-12-31,training,relative_volatility,subdued,2157,2219,2018-11-19,2019-02-22,63,False,False
2019-12-31,training,relative_volatility,elevated,2220,2239,2019-02-25,2019-03-22,20,False,False
2019-12-31,training,relative_volatility,subdued,2240,2243,2019-03-25,2019-03-28,4,False,False
2019-12-31,training,relative_volatility,elevated,2244,2248,2019-03-29,2019-04-04,5,False,False
2019-12-31,training,relative_volatility,subdued,2249,2256,2019-04-08,2019-04-17,8,False,False
2019-12-31,training,relative_volatility,elevated,2257,2260,2019-04-18,2019-04-23,4,False,False
2019-12-31,training,relative_volatility,subdued,2261,2261,2019-04-24,2019-04-24,1,False,False
2019-12-31,training,relative_volatility,elevated,2262,2263,2019-04-25,2019-04-26,2,False,False
2019-12-31,training,relative_volatility,subdued,2264,2265,2019-04-29,2019-04-30,2,False,False
2019-12-31,training,relative_volatility,elevated,2266,2285,2019-05-06,2019-05-31,20,False,False
2019-12-31,training,relative_volatility,subdued,2286,2430,2019-06-03,2019-12-31,145,False,True
2019-12-31,training,persistence,persistent,120,130,2010-07-05,2010-07-19,11,True,False
2019-12-31,training,persistence,choppy,131,177,2010-07-20,2010-09-27,47,False,False
2019-12-31,training,persistence,persistent,178,207,2010-09-28,2010-11-15,30,False,False
2019-12-31,training,persistence,choppy,208,251,2010-11-16,2011-01-17,44,False,False
2019-12-31,training,persistence,persistent,252,252,2011-01-18,2011-01-18,1,False,False
2019-12-31,training,persistence,choppy,253,256,2011-01-19,2011-01-24,4,False,False
2019-12-31,training,persistence,persistent,257,257,2011-01-25,2011-01-25,1,False,False
2019-12-31,training,persistence,choppy,258,340,2011-01-26,2011-06-01,83,False,False
2019-12-31,training,persistence,persistent,341,343,2011-06-02,2011-06-07,3,False,False
2019-12-31,training,persistence,choppy,344,349,2011-06-08,2011-06-15,6,False,False
2019-12-31,training,persistence,persistent,350,355,2011-06-16,2011-06-23,6,False,False
2019-12-31,training,persistence,choppy,356,386,2011-06-24,2011-08-05,31,False,False
2019-12-31,training,persistence,persistent,387,387,2011-08-08,2011-08-08,1,False,False
2019-12-31,training,persistence,choppy,388,415,2011-08-09,2011-09-16,28,False,False
2019-12-31,training,persistence,persistent,416,417,2011-09-19,2011-09-20,2,False,False
2019-12-31,training,persistence,choppy,418,419,2011-09-21,2011-09-22,2,False,False
2019-12-31,training,persistence,persistent,420,436,2011-09-23,2011-10-24,17,False,False
2019-12-31,training,persistence,choppy,437,473,2011-10-25,2011-12-14,37,False,False
2019-12-31,training,persistence,persistent,474,474,2011-12-15,2011-12-15,1,False,False
2019-12-31,training,persistence,choppy,475,477,2011-12-16,2011-12-20,3,False,False
2019-12-31,training,persistence,persistent,478,479,2011-12-21,2011-12-22,2,False,False
2019-12-31,training,persistence,choppy,480,481,2011-12-23,2011-12-26,2,False,False
2019-12-31,training,persistence,persistent,482,482,2011-12-27,2011-12-27,1,False,False
2019-12-31,training,persistence,choppy,483,487,2011-12-28,2012-01-05,5,False,False
2019-12-31,training,persistence,persistent,488,488,2012-01-06,2012-01-06,1,False,False
2019-12-31,training,persistence,choppy,489,617,2012-01-09,2012-07-20,129,False,False
2019-12-31,training,persistence,persistent,618,618,2012-07-23,2012-07-23,1,False,False
2019-12-31,training,persistence,choppy,619,619,2012-07-24,2012-07-24,1,False,False
2019-12-31,training,persistence,persistent,620,627,2012-07-25,2012-08-03,8,False,False
2019-12-31,training,persistence,choppy,628,634,2012-08-06,2012-08-14,7,False,False
2019-12-31,training,persistence,persistent,635,652,2012-08-15,2012-09-07,18,False,False
2019-12-31,training,persistence,choppy,653,653,2012-09-10,2012-09-10,1,False,False
2019-12-31,training,persistence,persistent,654,654,2012-09-11,2012-09-11,1,False,False
2019-12-31,training,persistence,choppy,655,655,2012-09-12,2012-09-12,1,False,False
2019-12-31,training,persistence,persistent,656,656,2012-09-13,2012-09-13,1,False,False
2019-12-31,training,persistence,choppy,657,661,2012-09-14,2012-09-20,5,False,False
2019-12-31,training,persistence,persistent,662,665,2012-09-21,2012-09-26,4,False,False
2019-12-31,training,persistence,choppy,666,724,2012-09-27,2012-12-25,59,False,False
2019-12-31,training,persistence,persistent,725,725,2012-12-26,2012-12-26,1,False,False
2019-12-31,training,persistence,choppy,726,739,2012-12-27,2013-01-18,14,False,False
2019-12-31,training,persistence,persistent,740,771,2013-01-21,2013-03-12,32,False,False
2019-12-31,training,persistence,choppy,772,836,2013-03-13,2013-06-21,65,False,False
2019-12-31,training,persistence,persistent,837,844,2013-06-24,2013-07-03,8,False,False
2019-12-31,training,persistence,choppy,845,846,2013-07-04,2013-07-05,2,False,False
2019-12-31,training,persistence,persistent,847,848,2013-07-08,2013-07-09,2,False,False
2019-12-31,training,persistence,choppy,849,880,2013-07-10,2013-08-22,32,False,False
2019-12-31,training,persistence,persistent,881,881,2013-08-23,2013-08-23,1,False,False
2019-12-31,training,persistence,choppy,882,896,2013-08-26,2013-09-13,15,False,False
2019-12-31,training,persistence,persistent,897,897,2013-09-16,2013-09-16,1,False,False
2019-12-31,training,persistence,choppy,898,899,2013-09-17,2013-09-18,2,False,False
2019-12-31,training,persistence,persistent,900,900,2013-09-23,2013-09-23,1,False,False
2019-12-31,training,persistence,choppy,901,974,2013-09-24,2014-01-13,74,False,False
2019-12-31,training,persistence,persistent,975,976,2014-01-14,2014-01-15,2,False,False
2019-12-31,training,persistence,choppy,977,1001,2014-01-16,2014-02-26,25,False,False
2019-12-31,training,persistence,persistent,1002,1004,2014-02-27,2014-03-03,3,False,False
2019-12-31,training,persistence,choppy,1005,1005,2014-03-04,2014-03-04,1,False,False
2019-12-31,training,persistence,persistent,1006,1014,2014-03-05,2014-03-17,9,False,False
2019-12-31,training,persistence,choppy,1015,1016,2014-03-18,2014-03-19,2,False,False
2019-12-31,training,persistence,persistent,1017,1017,2014-03-20,2014-03-20,1,False,False
2019-12-31,training,persistence,choppy,1018,1104,2014-03-21,2014-07-25,87,False,False
2019-12-31,training,persistence,persistent,1105,1106,2014-07-28,2014-07-29,2,False,False
2019-12-31,training,persistence,choppy,1107,1107,2014-07-30,2014-07-30,1,False,False
2019-12-31,training,persistence,persistent,1108,1112,2014-07-31,2014-08-06,5,False,False
2019-12-31,training,persistence,choppy,1113,1113,2014-08-07,2014-08-07,1,False,False
2019-12-31,training,persistence,persistent,1114,1125,2014-08-08,2014-08-25,12,False,False
2019-12-31,training,persistence,choppy,1126,1126,2014-08-26,2014-08-26,1,False,False
2019-12-31,training,persistence,persistent,1127,1127,2014-08-27,2014-08-27,1,False,False
2019-12-31,training,persistence,choppy,1128,1128,2014-08-28,2014-08-28,1,False,False
2019-12-31,training,persistence,persistent,1129,1161,2014-08-29,2014-10-22,33,False,False
2019-12-31,training,persistence,choppy,1162,1173,2014-10-23,2014-11-07,12,False,False
2019-12-31,training,persistence,persistent,1174,1174,2014-11-10,2014-11-10,1,False,False
2019-12-31,training,persistence,choppy,1175,1175,2014-11-11,2014-11-11,1,False,False
2019-12-31,training,persistence,persistent,1176,1179,2014-11-12,2014-11-17,4,False,False
2019-12-31,training,persistence,choppy,1180,1182,2014-11-18,2014-11-20,3,False,False
2019-12-31,training,persistence,persistent,1183,1249,2014-11-21,2015-03-04,67,False,False
2019-12-31,training,persistence,choppy,1250,1258,2015-03-05,2015-03-17,9,False,False
2019-12-31,training,persistence,persistent,1259,1259,2015-03-18,2015-03-18,1,False,False
2019-12-31,training,persistence,choppy,1260,1261,2015-03-19,2015-03-20,2,False,False
2019-12-31,training,persistence,persistent,1262,1262,2015-03-23,2015-03-23,1,False,False
2019-12-31,training,persistence,choppy,1263,1264,2015-03-24,2015-03-25,2,False,False
2019-12-31,training,persistence,persistent,1265,1265,2015-03-26,2015-03-26,1,False,True
2019-12-31,training,persistence,persistent,1387,1387,2015-09-21,2015-09-21,1,True,False
2019-12-31,training,persistence,choppy,1388,1429,2015-09-22,2015-11-25,42,False,False
2019-12-31,training,persistence,persistent,1430,1430,2015-11-26,2015-11-26,1,False,False
2019-12-31,training,persistence,choppy,1431,1442,2015-11-27,2015-12-14,12,False,False
2019-12-31,training,persistence,persistent,1443,1443,2015-12-15,2015-12-15,1,False,False
2019-12-31,training,persistence,choppy,1444,1444,2015-12-16,2015-12-16,1,False,False
2019-12-31,training,persistence,persistent,1445,1445,2015-12-17,2015-12-17,1,False,False
2019-12-31,training,persistence,choppy,1446,1446,2015-12-18,2015-12-18,1,False,False
2019-12-31,training,persistence,persistent,1447,1451,2015-12-21,2015-12-25,5,False,False
2019-12-31,training,persistence,choppy,1452,1452,2015-12-28,2015-12-28,1,False,False
2019-12-31,training,persistence,persistent,1453,1454,2015-12-29,2015-12-30,2,False,False
2019-12-31,training,persistence,choppy,1455,1473,2015-12-31,2016-01-27,19,False,False
2019-12-31,training,persistence,persistent,1474,1483,2016-01-28,2016-02-17,10,False,False
2019-12-31,training,persistence,choppy,1484,1484,2016-02-18,2016-02-18,1,False,False
2019-12-31,training,persistence,persistent,1485,1485,2016-02-19,2016-02-19,1,False,False
2019-12-31,training,persistence,choppy,1486,1488,2016-02-22,2016-02-24,3,False,False
2019-12-31,training,persistence,persistent,1489,1491,2016-02-25,2016-02-29,3,False,False
2019-12-31,training,persistence,choppy,1492,1606,2016-03-01,2016-08-12,115,False,False
2019-12-31,training,persistence,persistent,1607,1614,2016-08-15,2016-08-24,8,False,False
2019-12-31,training,persistence,choppy,1615,1621,2016-08-25,2016-09-02,7,False,False
2019-12-31,training,persistence,persistent,1622,1625,2016-09-05,2016-09-08,4,False,False
2019-12-31,training,persistence,choppy,1626,1674,2016-09-09,2016-11-25,49,False,False
2019-12-31,training,persistence,persistent,1675,1678,2016-11-28,2016-12-01,4,False,False
2019-12-31,training,persistence,choppy,1679,1753,2016-12-02,2017-03-24,75,False,False
2019-12-31,training,persistence,persistent,1754,1754,2017-03-27,2017-03-27,1,False,False
2019-12-31,training,persistence,choppy,1755,1758,2017-03-28,2017-03-31,4,False,False
2019-12-31,training,persistence,persistent,1759,1759,2017-04-05,2017-04-05,1,False,False
2019-12-31,training,persistence,choppy,1760,1816,2017-04-06,2017-06-28,57,False,False
2019-12-31,training,persistence,persistent,1817,1818,2017-06-29,2017-06-30,2,False,False
2019-12-31,training,persistence,choppy,1819,1827,2017-07-03,2017-07-13,9,False,False
2019-12-31,training,persistence,persistent,1828,1829,2017-07-14,2017-07-17,2,False,False
2019-12-31,training,persistence,choppy,1830,1830,2017-07-18,2017-07-18,1,False,False
2019-12-31,training,persistence,persistent,1831,1872,2017-07-19,2017-09-14,42,False,False
2019-12-31,training,persistence,choppy,1873,1879,2017-09-15,2017-09-25,7,False,False
2019-12-31,training,persistence,persistent,1880,1880,2017-09-26,2017-09-26,1,False,False
2019-12-31,training,persistence,choppy,1881,1883,2017-09-27,2017-09-29,3,False,False
2019-12-31,training,persistence,persistent,1884,1921,2017-10-09,2017-11-29,38,False,False
2019-12-31,training,persistence,choppy,1922,1928,2017-11-30,2017-12-08,7,False,False
2019-12-31,training,persistence,persistent,1929,1929,2017-12-11,2017-12-11,1,False,False
2019-12-31,training,persistence,choppy,1930,1953,2017-12-12,2018-01-15,24,False,False
2019-12-31,training,persistence,persistent,1954,1954,2018-01-16,2018-01-16,1,False,False
2019-12-31,training,persistence,choppy,1955,1958,2018-01-17,2018-01-22,4,False,False
2019-12-31,training,persistence,persistent,1959,1962,2018-01-23,2018-01-26,4,False,False
2019-12-31,training,persistence,choppy,1963,2011,2018-01-29,2018-04-16,49,False,False
2019-12-31,training,persistence,persistent,2012,2013,2018-04-17,2018-04-18,2,False,False
2019-12-31,training,persistence,choppy,2014,2014,2018-04-19,2018-04-19,1,False,False
2019-12-31,training,persistence,persistent,2015,2016,2018-04-20,2018-04-23,2,False,False
2019-12-31,training,persistence,choppy,2017,2017,2018-04-24,2018-04-24,1,False,False
2019-12-31,training,persistence,persistent,2018,2023,2018-04-25,2018-05-04,6,False,False
2019-12-31,training,persistence,choppy,2024,2053,2018-05-07,2018-06-15,30,False,False
2019-12-31,training,persistence,persistent,2054,2056,2018-06-19,2018-06-21,3,False,False
2019-12-31,training,persistence,choppy,2057,2060,2018-06-22,2018-06-27,4,False,False
2019-12-31,training,persistence,persistent,2061,2061,2018-06-28,2018-06-28,1,False,False
2019-12-31,training,persistence,choppy,2062,2062,2018-06-29,2018-06-29,1,False,False
2019-12-31,training,persistence,persistent,2063,2068,2018-07-02,2018-07-09,6,False,False
2019-12-31,training,persistence,choppy,2069,2069,2018-07-10,2018-07-10,1,False,False
2019-12-31,training,persistence,persistent,2070,2070,2018-07-11,2018-07-11,1,False,False
2019-12-31,training,persistence,choppy,2071,2084,2018-07-12,2018-07-31,14,False,False
2019-12-31,training,persistence,persistent,2085,2091,2018-08-01,2018-08-09,7,False,False
2019-12-31,training,persistence,choppy,2092,2092,2018-08-10,2018-08-10,1,False,False
2019-12-31,training,persistence,persistent,2093,2100,2018-08-13,2018-08-22,8,False,False
2019-12-31,training,persistence,choppy,2101,2101,2018-08-23,2018-08-23,1,False,False
2019-12-31,training,persistence,persistent,2102,2102,2018-08-24,2018-08-24,1,False,False
2019-12-31,training,persistence,choppy,2103,2105,2018-08-27,2018-08-29,3,False,False
2019-12-31,training,persistence,persistent,2106,2107,2018-08-30,2018-08-31,2,False,False
2019-12-31,training,persistence,choppy,2108,2109,2018-09-03,2018-09-04,2,False,False
2019-12-31,training,persistence,persistent,2110,2113,2018-09-05,2018-09-10,4,False,False
2019-12-31,training,persistence,choppy,2114,2219,2018-09-11,2019-02-22,106,False,False
2019-12-31,training,persistence,persistent,2220,2228,2019-02-25,2019-03-07,9,False,False
2019-12-31,training,persistence,choppy,2229,2229,2019-03-08,2019-03-08,1,False,False
2019-12-31,training,persistence,persistent,2230,2265,2019-03-11,2019-04-30,36,False,False
2019-12-31,training,persistence,choppy,2266,2266,2019-05-06,2019-05-06,1,False,False
2019-12-31,training,persistence,persistent,2267,2267,2019-05-07,2019-05-07,1,False,False
2019-12-31,training,persistence,choppy,2268,2389,2019-05-08,2019-11-04,122,False,False
2019-12-31,training,persistence,persistent,2390,2392,2019-11-05,2019-11-07,3,False,False
2019-12-31,training,persistence,choppy,2393,2430,2019-11-08,2019-12-31,38,False,True
